PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,AgeGroup
303,0,3,"Johnson, Mr. William Cahoone Jr",1,19.0,0,0,0.0,2,Adulte
304,1,2,"Keane, Miss. Nora A",0,28.0,0,0,12.35,1,Adulte
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",1,28.0,0,0,8.05,2,Adulte
306,1,1,"Allison, Master. Hudson Trevor",1,0.92,1,2,151.55,2,Enfant
307,1,1,"Fleming, Miss. Margaret",0,28.0,0,0,110.8833,0,Adulte
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0,17.0,1,0,108.9,0,Enfant
309,0,2,"Abelson, Mr. Samuel",1,30.0,1,0,24.0,0,Adulte
310,1,1,"Francatelli, Miss. Laura Mabel",0,30.0,0,0,56.9292,0,Adulte
311,1,1,"Hays, Miss. Margaret Bechstein",0,24.0,0,0,83.1583,0,Adulte
312,1,1,"Ryerson, Miss. Emily Borie",0,18.0,2,2,262.375,0,Adulte
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",0,26.0,1,1,26.0,2,Adulte
314,0,3,"Hendekovic, Mr. Ignjac",1,28.0,0,0,7.8958,2,Adulte
315,0,2,"Hart, Mr. Benjamin",1,43.0,1,1,26.25,2,Adulte
316,1,3,"Nilsson, Miss. Helmina Josefina",0,26.0,0,0,7.8542,2,Adulte
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",0,24.0,1,0,26.0,2,Adulte
318,0,2,"Moraweck, Dr. Ernest",1,54.0,0,0,14.0,2,Adulte
319,1,1,"Wick, Miss. Mary Natalie",0,31.0,0,2,164.8667,2,Adulte
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",0,40.0,1,1,134.5,0,Adulte
321,0,3,"Dennis, Mr. Samuel",1,22.0,0,0,7.25,2,Adulte
322,0,3,"Danoff, Mr. Yoto",1,27.0,0,0,7.8958,2,Adulte
323,1,2,"Slayter, Miss. Hilda Mary",0,30.0,0,0,12.35,1,Adulte
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",0,22.0,1,1,29.0,2,Adulte
325,0,3,"Sage, Mr. George John Jr",1,28.0,8,2,69.55,2,Adulte
326,1,1,"Young, Miss. Marie Grice",0,36.0,0,0,135.6333,0,Adulte
327,0,3,"Nysveen, Mr. Johan Hansen",1,61.0,0,0,6.2375,2,Senior
328,1,2,"Ball, Mrs. (Ada E Hall)",0,36.0,0,0,13.0,2,Adulte
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",0,31.0,1,1,20.525,2,Adulte
330,1,1,"Hippach, Miss. Jean Gertrude",0,16.0,0,1,57.9792,0,Enfant
331,1,3,"McCoy, Miss. Agnes",0,28.0,2,0,23.25,1,Adulte
332,0,1,"Partner, Mr. Austen",1,45.5,0,0,28.5,2,Adulte
333,0,1,"Graham, Mr. George Edward",1,38.0,0,1,153.4625,2,Adulte
334,0,3,"Vander Planke, Mr. Leo Edmondus",1,16.0,2,0,18.0,2,Enfant
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",0,28.0,1,0,133.65,2,Adulte
336,0,3,"Denkoff, Mr. Mitto",1,28.0,0,0,7.8958,2,Adulte
337,0,1,"Pears, Mr. Thomas Clinton",1,29.0,1,0,66.6,2,Adulte
338,1,1,"Burns, Miss. Elizabeth Margaret",0,41.0,0,0,134.5,0,Adulte
339,1,3,"Dahl, Mr. Karl Edwart",1,45.0,0,0,8.05,2,Adulte
340,0,1,"Blackwell, Mr. Stephen Weart",1,45.0,0,0,35.5,2,Adulte
341,1,2,"Navratil, Master. Edmond Roger",1,2.0,1,1,26.0,2,Enfant
342,1,1,"Fortune, Miss. Alice Elizabeth",0,24.0,3,2,263.0,2,Adulte
343,0,2,"Collander, Mr. Erik Gustaf",1,28.0,0,0,13.0,2,Adulte
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",1,25.0,0,0,13.0,2,Adulte
345,0,2,"Fox, Mr. Stanley Hubert",1,36.0,0,0,13.0,2,Adulte
346,1,2,"Brown, Miss. Amelia ""Mildred""",0,24.0,0,0,13.0,2,Adulte
347,1,2,"Smith, Miss. Marion Elsie",0,40.0,0,0,13.0,2,Adulte
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",0,28.0,1,0,16.1,2,Adulte
349,1,3,"Coutts, Master. William Loch ""William""",1,3.0,1,1,15.9,2,Enfant
350,0,3,"Dimic, Mr. Jovan",1,42.0,0,0,8.6625,2,Adulte
351,0,3,"Odahl, Mr. Nils Martin",1,23.0,0,0,9.225,2,Adulte
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",1,28.0,0,0,35.0,2,Adulte
353,0,3,"Elias, Mr. Tannous",1,15.0,1,1,7.2292,0,Enfant
354,0,3,"Arnold-Franchi, Mr. Josef",1,25.0,1,0,17.8,2,Adulte
355,0,3,"Yousif, Mr. Wazli",1,28.0,0,0,7.225,0,Adulte
356,0,3,"Vanden Steen, Mr. Leo Peter",1,28.0,0,0,9.5,2,Adulte
357,1,1,"Bowerman, Miss. Elsie Edith",0,22.0,0,1,55.0,2,Adulte
358,0,2,"Funk, Miss. Annie Clemmer",0,38.0,0,0,13.0,2,Adulte
359,1,3,"McGovern, Miss. Mary",0,28.0,0,0,7.8792,1,Adulte
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",0,28.0,0,0,7.8792,1,Adulte
361,0,3,"Skoog, Mr. Wilhelm",1,40.0,1,4,27.9,2,Adulte
362,0,2,"del Carlo, Mr. Sebastiano",1,29.0,1,0,27.7208,0,Adulte
363,0,3,"Barbara, Mrs. (Catherine David)",0,45.0,0,1,14.4542,0,Adulte
364,0,3,"Asim, Mr. Adola",1,35.0,0,0,7.05,2,Adulte
365,0,3,"O'Brien, Mr. Thomas",1,28.0,1,0,15.5,1,Adulte
366,0,3,"Adahl, Mr. Mauritz Nils Martin",1,30.0,0,0,7.25,2,Adulte
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",0,60.0,1,0,75.25,0,Senior
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",0,28.0,0,0,7.2292,0,Adulte
369,1,3,"Jermyn, Miss. Annie",0,28.0,0,0,7.75,1,Adulte
370,1,1,"Aubart, Mme. Leontine Pauline",0,24.0,0,0,69.3,0,Adulte
371,1,1,"Harder, Mr. George Achilles",1,25.0,1,0,55.4417,0,Adulte
372,0,3,"Wiklund, Mr. Jakob Alfred",1,18.0,1,0,6.4958,2,Adulte
373,0,3,"Beavan, Mr. William Thomas",1,19.0,0,0,8.05,2,Adulte
374,0,1,"Ringhini, Mr. Sante",1,22.0,0,0,135.6333,0,Adulte
375,0,3,"Palsson, Miss. Stina Viola",0,3.0,3,1,21.075,2,Enfant
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",0,28.0,1,0,82.1708,0,Adulte
377,1,3,"Landergren, Miss. Aurora Adelia",0,22.0,0,0,7.25,2,Adulte
378,0,1,"Widener, Mr. Harry Elkins",1,27.0,0,2,211.5,0,Adulte
379,0,3,"Betros, Mr. Tannous",1,20.0,0,0,4.0125,0,Adulte
380,0,3,"Gustafsson, Mr. Karl Gideon",1,19.0,0,0,7.775,2,Adulte
381,1,1,"Bidois, Miss. Rosalie",0,42.0,0,0,227.525,0,Adulte
382,1,3,"Nakid, Miss. Maria (""Mary"")",0,1.0,0,2,15.7417,0,Enfant
383,0,3,"Tikkanen, Mr. Juho",1,32.0,0,0,7.925,2,Adulte
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",0,35.0,1,0,52.0,2,Adulte
385,0,3,"Plotcharsky, Mr. Vasil",1,28.0,0,0,7.8958,2,Adulte
386,0,2,"Davies, Mr. Charles Henry",1,18.0,0,0,73.5,2,Adulte
387,0,3,"Goodwin, Master. Sidney Leonard",1,1.0,5,2,46.9,2,Enfant
388,1,2,"Buss, Miss. Kate",0,36.0,0,0,13.0,2,Adulte
389,0,3,"Sadlier, Mr. Matthew",1,28.0,0,0,7.7292,1,Adulte
390,1,2,"Lehmann, Miss. Bertha",0,17.0,0,0,12.0,0,Enfant
391,1,1,"Carter, Mr. William Ernest",1,36.0,1,2,120.0,2,Adulte
392,1,3,"Jansson, Mr. Carl Olof",1,21.0,0,0,7.7958,2,Adulte
393,0,3,"Gustafsson, Mr. Johan Birger",1,28.0,2,0,7.925,2,Adulte
394,1,1,"Newell, Miss. Marjorie",0,23.0,1,0,113.275,0,Adulte
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",0,24.0,0,2,16.7,2,Adulte
396,0,3,"Johansson, Mr. Erik",1,22.0,0,0,7.7958,2,Adulte
397,0,3,"Olsson, Miss. Elina",0,31.0,0,0,7.8542,2,Adulte
398,0,2,"McKane, Mr. Peter David",1,46.0,0,0,26.0,2,Adulte
399,0,2,"Pain, Dr. Alfred",1,23.0,0,0,10.5,2,Adulte
400,1,2,"Trout, Mrs. William H (Jessie L)",0,28.0,0,0,12.65,2,Adulte
401,1,3,"Niskanen, Mr. Juha",1,39.0,0,0,7.925,2,Adulte
402,0,3,"Adams, Mr. John",1,26.0,0,0,8.05,2,Adulte
403,0,3,"Jussila, Miss. Mari Aina",0,21.0,1,0,9.825,2,Adulte
404,0,3,"Hakkarainen, Mr. Pekka Pietari",1,28.0,1,0,15.85,2,Adulte
405,0,3,"Oreskovic, Miss. Marija",0,20.0,0,0,8.6625,2,Adulte
406,0,2,"Gale, Mr. Shadrach",1,34.0,1,0,21.0,2,Adulte
407,0,3,"Widegren, Mr. Carl/Charles Peter",1,51.0,0,0,7.75,2,Adulte
408,1,2,"Richards, Master. William Rowe",1,3.0,1,1,18.75,2,Enfant
409,0,3,"Birkeland, Mr. Hans Martin Monsen",1,21.0,0,0,7.775,2,Adulte
410,0,3,"Lefebre, Miss. Ida",0,28.0,3,1,25.4667,2,Adulte
411,0,3,"Sdycoff, Mr. Todor",1,28.0,0,0,7.8958,2,Adulte
412,0,3,"Hart, Mr. Henry",1,28.0,0,0,6.8583,1,Adulte
413,1,1,"Minahan, Miss. Daisy E",0,33.0,1,0,90.0,1,Adulte
414,0,2,"Cunningham, Mr. Alfred Fleming",1,28.0,0,0,0.0,2,Adulte
415,1,3,"Sundman, Mr. Johan Julian",1,44.0,0,0,7.925,2,Adulte
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",0,28.0,0,0,8.05,2,Adulte
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",0,34.0,1,1,32.5,2,Adulte
418,1,2,"Silven, Miss. Lyyli Karoliina",0,18.0,0,2,13.0,2,Adulte
419,0,2,"Matthews, Mr. William John",1,30.0,0,0,13.0,2,Adulte
420,0,3,"Van Impe, Miss. Catharina",0,10.0,0,2,24.15,2,Enfant
421,0,3,"Gheorgheff, Mr. Stanio",1,28.0,0,0,7.8958,0,Adulte
422,0,3,"Charters, Mr. David",1,21.0,0,0,7.7333,1,Adulte
423,0,3,"Zimmerman, Mr. Leo",1,29.0,0,0,7.875,2,Adulte
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",0,28.0,1,1,14.4,2,Adulte
425,0,3,"Rosblom, Mr. Viktor Richard",1,18.0,1,1,20.2125,2,Adulte
426,0,3,"Wiseman, Mr. Phillippe",1,28.0,0,0,7.25,2,Adulte
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",0,28.0,1,0,26.0,2,Adulte
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,19.0,0,0,26.0,2,Adulte
429,0,3,"Flynn, Mr. James",1,28.0,0,0,7.75,1,Adulte
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",1,32.0,0,0,8.05,2,Adulte
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",1,28.0,0,0,26.55,2,Adulte
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",0,28.0,1,0,16.1,2,Adulte
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",0,42.0,1,0,26.0,2,Adulte
434,0,3,"Kallio, Mr. Nikolai Erland",1,17.0,0,0,7.125,2,Enfant
435,0,1,"Silvey, Mr. William Baird",1,50.0,1,0,55.9,2,Adulte
436,1,1,"Carter, Miss. Lucile Polk",0,14.0,1,2,120.0,2,Enfant
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",0,21.0,2,2,34.375,2,Adulte
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",0,24.0,2,3,18.75,2,Adulte
439,0,1,"Fortune, Mr. Mark",1,64.0,1,4,263.0,2,Senior
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",1,31.0,0,0,10.5,2,Adulte
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",0,45.0,1,1,26.25,2,Adulte
442,0,3,"Hampe, Mr. Leon",1,20.0,0,0,9.5,2,Adulte
443,0,3,"Petterson, Mr. Johan Emil",1,25.0,1,0,7.775,2,Adulte
444,1,2,"Reynaldo, Ms. Encarnacion",0,28.0,0,0,13.0,2,Adulte
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",1,28.0,0,0,8.1125,2,Adulte
446,1,1,"Dodge, Master. Washington",1,4.0,0,2,81.8583,2,Enfant
447,1,2,"Mellinger, Miss. Madeleine Violet",0,13.0,0,1,19.5,2,Enfant
448,1,1,"Seward, Mr. Frederic Kimber",1,34.0,0,0,26.55,2,Adulte
449,1,3,"Baclini, Miss. Marie Catherine",0,5.0,2,1,19.2583,0,Enfant
450,1,1,"Peuchen, Major. Arthur Godfrey",1,52.0,0,0,30.5,2,Adulte
451,0,2,"West, Mr. Edwy Arthur",1,36.0,1,2,27.75,2,Adulte
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",1,28.0,1,0,19.9667,2,Adulte
453,0,1,"Foreman, Mr. Benjamin Laventall",1,30.0,0,0,27.75,0,Adulte
454,1,1,"Goldenberg, Mr. Samuel L",1,49.0,1,0,89.1042,0,Adulte
455,0,3,"Peduzzi, Mr. Joseph",1,28.0,0,0,8.05,2,Adulte
456,1,3,"Jalsevac, Mr. Ivan",1,29.0,0,0,7.8958,0,Adulte
457,0,1,"Millet, Mr. Francis Davis",1,65.0,0,0,26.55,2,Senior
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",0,28.0,1,0,51.8625,2,Adulte
459,1,2,"Toomey, Miss. Ellen",0,50.0,0,0,10.5,2,Adulte
460,0,3,"O'Connor, Mr. Maurice",1,28.0,0,0,7.75,1,Adulte
461,1,1,"Anderson, Mr. Harry",1,48.0,0,0,26.55,2,Adulte
462,0,3,"Morley, Mr. William",1,34.0,0,0,8.05,2,Adulte
463,0,1,"Gee, Mr. Arthur H",1,47.0,0,0,38.5,2,Adulte
464,0,2,"Milling, Mr. Jacob Christian",1,48.0,0,0,13.0,2,Adulte
465,0,3,"Maisner, Mr. Simon",1,28.0,0,0,8.05,2,Adulte
466,0,3,"Goncalves, Mr. Manuel Estanslas",1,38.0,0,0,7.05,2,Adulte
467,0,2,"Campbell, Mr. William",1,28.0,0,0,0.0,2,Adulte
468,0,1,"Smart, Mr. John Montgomery",1,56.0,0,0,26.55,2,Adulte
469,0,3,"Scanlan, Mr. James",1,28.0,0,0,7.725,1,Adulte
470,1,3,"Baclini, Miss. Helene Barbara",0,0.75,2,1,19.2583,0,Enfant
471,0,3,"Keefe, Mr. Arthur",1,28.0,0,0,7.25,2,Adulte
472,0,3,"Cacic, Mr. Luka",1,38.0,0,0,8.6625,2,Adulte
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",0,33.0,1,2,27.75,2,Adulte
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",0,23.0,0,0,13.7917,0,Adulte
475,0,3,"Strandberg, Miss. Ida Sofia",0,22.0,0,0,9.8375,2,Adulte
476,0,1,"Clifford, Mr. George Quincy",1,28.0,0,0,52.0,2,Adulte
477,0,2,"Renouf, Mr. Peter Henry",1,34.0,1,0,21.0,2,Adulte
478,0,3,"Braund, Mr. Lewis Richard",1,29.0,1,0,7.0458,2,Adulte
479,0,3,"Karlsson, Mr. Nils August",1,22.0,0,0,7.5208,2,Adulte
480,1,3,"Hirvonen, Miss. Hildur E",0,2.0,0,1,12.2875,2,Enfant
481,0,3,"Goodwin, Master. Harold Victor",1,9.0,5,2,46.9,2,Enfant
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",1,28.0,0,0,0.0,2,Adulte
483,0,3,"Rouse, Mr. Richard Henry",1,50.0,0,0,8.05,2,Adulte
484,1,3,"Turkula, Mrs. (Hedwig)",0,63.0,0,0,9.5875,2,Senior
485,1,1,"Bishop, Mr. Dickinson H",1,25.0,1,0,91.0792,0,Adulte
486,0,3,"Lefebre, Miss. Jeannie",0,28.0,3,1,25.4667,2,Adulte
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",0,35.0,1,0,90.0,2,Adulte
488,0,1,"Kent, Mr. Edward Austin",1,58.0,0,0,29.7,0,Adulte
489,0,3,"Somerton, Mr. Francis William",1,30.0,0,0,8.05,2,Adulte
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",1,9.0,1,1,15.9,2,Enfant
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",1,28.0,1,0,19.9667,2,Adulte
492,0,3,"Windelov, Mr. Einar",1,21.0,0,0,7.25,2,Adulte
493,0,1,"Molson, Mr. Harry Markland",1,55.0,0,0,30.5,2,Adulte
494,0,1,"Artagaveytia, Mr. Ramon",1,71.0,0,0,49.5042,0,Senior
495,0,3,"Stanley, Mr. Edward Roland",1,21.0,0,0,8.05,2,Adulte
496,0,3,"Yousseff, Mr. Gerious",1,28.0,0,0,14.4583,0,Adulte
497,1,1,"Eustis, Miss. Elizabeth Mussey",0,54.0,1,0,78.2667,0,Adulte
498,0,3,"Shellard, Mr. Frederick William",1,28.0,0,0,15.1,2,Adulte
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",0,25.0,1,2,151.55,2,Adulte
500,0,3,"Svensson, Mr. Olof",1,24.0,0,0,7.7958,2,Adulte
501,0,3,"Calic, Mr. Petar",1,17.0,0,0,8.6625,2,Enfant
502,0,3,"Canavan, Miss. Mary",0,21.0,0,0,7.75,1,Adulte
503,0,3,"O'Sullivan, Miss. Bridget Mary",0,28.0,0,0,7.6292,1,Adulte
504,0,3,"Laitinen, Miss. Kristina Sofia",0,37.0,0,0,9.5875,2,Adulte
505,1,1,"Maioni, Miss. Roberta",0,16.0,0,0,86.5,2,Enfant
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",1,18.0,1,0,108.9,0,Adulte
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",0,33.0,0,2,26.0,2,Adulte
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",1,28.0,0,0,26.55,2,Adulte
509,0,3,"Olsen, Mr. Henry Margido",1,28.0,0,0,22.525,2,Adulte
510,1,3,"Lang, Mr. Fang",1,26.0,0,0,56.4958,2,Adulte
511,1,3,"Daly, Mr. Eugene Patrick",1,29.0,0,0,7.75,1,Adulte
512,0,3,"Webber, Mr. James",1,28.0,0,0,8.05,2,Adulte
513,1,1,"McGough, Mr. James Robert",1,36.0,0,0,26.2875,2,Adulte
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",0,54.0,1,0,59.4,0,Adulte
515,0,3,"Coleff, Mr. Satio",1,24.0,0,0,7.4958,2,Adulte
516,0,1,"Walker, Mr. William Anderson",1,47.0,0,0,34.0208,2,Adulte
517,1,2,"Lemore, Mrs. (Amelia Milley)",0,34.0,0,0,10.5,2,Adulte
518,0,3,"Ryan, Mr. Patrick",1,28.0,0,0,24.15,1,Adulte
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",0,36.0,1,0,26.0,2,Adulte
520,0,3,"Pavlovic, Mr. Stefo",1,32.0,0,0,7.8958,2,Adulte
521,1,1,"Perreault, Miss. Anne",0,30.0,0,0,93.5,2,Adulte
522,0,3,"Vovk, Mr. Janko",1,22.0,0,0,7.8958,2,Adulte
523,0,3,"Lahoud, Mr. Sarkis",1,28.0,0,0,7.225,0,Adulte
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",0,44.0,0,1,57.9792,0,Adulte
525,0,3,"Kassem, Mr. Fared",1,28.0,0,0,7.2292,0,Adulte
526,0,3,"Farrell, Mr. James",1,40.5,0,0,7.75,1,Adulte
527,1,2,"Ridsdale, Miss. Lucy",0,50.0,0,0,10.5,2,Adulte
528,0,1,"Farthing, Mr. John",1,28.0,0,0,221.7792,2,Adulte
529,0,3,"Salonen, Mr. Johan Werner",1,39.0,0,0,7.925,2,Adulte
530,0,2,"Hocking, Mr. Richard George",1,23.0,2,1,11.5,2,Adulte
531,1,2,"Quick, Miss. Phyllis May",0,2.0,1,1,26.0,2,Enfant
532,0,3,"Toufik, Mr. Nakli",1,28.0,0,0,7.2292,0,Adulte
533,0,3,"Elias, Mr. Joseph Jr",1,17.0,1,1,7.2292,0,Enfant
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",0,28.0,0,2,22.3583,0,Adulte
535,0,3,"Cacic, Miss. Marija",0,30.0,0,0,8.6625,2,Adulte
536,1,2,"Hart, Miss. Eva Miriam",0,7.0,0,2,26.25,2,Enfant
537,0,1,"Butt, Major. Archibald Willingham",1,45.0,0,0,26.55,2,Adulte
538,1,1,"LeRoy, Miss. Bertha",0,30.0,0,0,106.425,0,Adulte
539,0,3,"Risien, Mr. Samuel Beard",1,28.0,0,0,14.5,2,Adulte
540,1,1,"Frolicher, Miss. Hedwig Margaritha",0,22.0,0,2,49.5,0,Adulte
541,1,1,"Crosby, Miss. Harriet R",0,36.0,0,2,71.0,2,Adulte
542,0,3,"Andersson, Miss. Ingeborg Constanzia",0,9.0,4,2,31.275,2,Enfant
543,0,3,"Andersson, Miss. Sigrid Elisabeth",0,11.0,4,2,31.275,2,Enfant
544,1,2,"Beane, Mr. Edward",1,32.0,1,0,26.0,2,Adulte
545,0,1,"Douglas, Mr. Walter Donald",1,50.0,1,0,106.425,0,Adulte
546,0,1,"Nicholson, Mr. Arthur Ernest",1,64.0,0,0,26.0,2,Senior
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",0,19.0,1,0,26.0,2,Adulte
548,1,2,"Padro y Manent, Mr. Julian",1,28.0,0,0,13.8625,0,Adulte
549,0,3,"Goldsmith, Mr. Frank John",1,33.0,1,1,20.525,2,Adulte
550,1,2,"Davies, Master. John Morgan Jr",1,8.0,1,1,36.75,2,Enfant
551,1,1,"Thayer, Mr. John Borland Jr",1,17.0,0,2,110.8833,0,Enfant
552,0,2,"Sharp, Mr. Percival James R",1,27.0,0,0,26.0,2,Adulte
553,0,3,"O'Brien, Mr. Timothy",1,28.0,0,0,7.8292,1,Adulte
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",1,22.0,0,0,7.225,0,Adulte
555,1,3,"Ohman, Miss. Velin",0,22.0,0,0,7.775,2,Adulte
556,0,1,"Wright, Mr. George",1,62.0,0,0,26.55,2,Senior
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",0,48.0,1,0,39.6,0,Adulte
558,0,1,"Robbins, Mr. Victor",1,28.0,0,0,227.525,0,Adulte
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",0,39.0,1,1,79.65,2,Adulte
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",0,36.0,1,0,17.4,2,Adulte
561,0,3,"Morrow, Mr. Thomas Rowan",1,28.0,0,0,7.75,1,Adulte
562,0,3,"Sivic, Mr. Husein",1,40.0,0,0,7.8958,2,Adulte
563,0,2,"Norman, Mr. Robert Douglas",1,28.0,0,0,13.5,2,Adulte
564,0,3,"Simmons, Mr. John",1,28.0,0,0,8.05,2,Adulte
565,0,3,"Meanwell, Miss. (Marion Ogden)",0,28.0,0,0,8.05,2,Adulte
566,0,3,"Davies, Mr. Alfred J",1,24.0,2,0,24.15,2,Adulte
567,0,3,"Stoytcheff, Mr. Ilia",1,19.0,0,0,7.8958,2,Adulte
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",0,29.0,0,4,21.075,2,Adulte
569,0,3,"Doharr, Mr. Tannous",1,28.0,0,0,7.2292,0,Adulte
570,1,3,"Jonsson, Mr. Carl",1,32.0,0,0,7.8542,2,Adulte
571,1,2,"Harris, Mr. George",1,62.0,0,0,10.5,2,Senior
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",0,53.0,2,0,51.4792,2,Adulte
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",1,36.0,0,0,26.3875,2,Adulte
574,1,3,"Kelly, Miss. Mary",0,28.0,0,0,7.75,1,Adulte
575,0,3,"Rush, Mr. Alfred George John",1,16.0,0,0,8.05,2,Enfant
576,0,3,"Patchett, Mr. George",1,19.0,0,0,14.5,2,Adulte
577,1,2,"Garside, Miss. Ethel",0,34.0,0,0,13.0,2,Adulte
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",0,39.0,1,0,55.9,2,Adulte
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",0,28.0,1,0,14.4583,0,Adulte
580,1,3,"Jussila, Mr. Eiriik",1,32.0,0,0,7.925,2,Adulte
581,1,2,"Christy, Miss. Julie Rachel",0,25.0,1,1,30.0,2,Adulte
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",0,39.0,1,1,110.8833,0,Adulte
583,0,2,"Downton, Mr. William James",1,54.0,0,0,26.0,2,Adulte
584,0,1,"Ross, Mr. John Hugo",1,36.0,0,0,40.125,0,Adulte
585,0,3,"Paulner, Mr. Uscher",1,28.0,0,0,8.7125,0,Adulte
586,1,1,"Taussig, Miss. Ruth",0,18.0,0,2,79.65,2,Adulte
587,0,2,"Jarvis, Mr. John Denzil",1,47.0,0,0,15.0,2,Adulte
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",1,60.0,1,1,79.2,0,Senior
589,0,3,"Gilinski, Mr. Eliezer",1,22.0,0,0,8.05,2,Adulte
590,0,3,"Murdlin, Mr. Joseph",1,28.0,0,0,8.05,2,Adulte
591,0,3,"Rintamaki, Mr. Matti",1,35.0,0,0,7.125,2,Adulte
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",0,52.0,1,0,78.2667,0,Adulte
593,0,3,"Elsbury, Mr. William James",1,47.0,0,0,7.25,2,Adulte
594,0,3,"Bourke, Miss. Mary",0,28.0,0,2,7.75,1,Adulte
595,0,2,"Chapman, Mr. John Henry",1,37.0,1,0,26.0,2,Adulte
596,0,3,"Van Impe, Mr. Jean Baptiste",1,36.0,1,1,24.15,2,Adulte
597,1,2,"Leitch, Miss. Jessie Wills",0,28.0,0,0,33.0,2,Adulte
598,0,3,"Johnson, Mr. Alfred",1,49.0,0,0,0.0,2,Adulte
599,0,3,"Boulos, Mr. Hanna",1,28.0,0,0,7.225,0,Adulte
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",1,49.0,1,0,56.9292,0,Adulte
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",0,24.0,2,1,27.0,2,Adulte
602,0,3,"Slabenoff, Mr. Petco",1,28.0,0,0,7.8958,2,Adulte
603,0,1,"Harrington, Mr. Charles H",1,28.0,0,0,42.4,2,Adulte
604,0,3,"Torber, Mr. Ernst William",1,44.0,0,0,8.05,2,Adulte
